xml_num,organization,tax_year,form,address,city,website,ein,start_yr,mission,principal_officer,employee_count,volunteer_count,PY_total_revenue,PY_total_expenses,PY_net,CY_total_revenue,CY_total_expenses,CY_net,CY_total_EOY_assets,CY_total_EOY_liabilities,CY_fund_balance,CY_total_salaries,CY_grants_contributions,CY_program_service_rev
135,Broadline Risk Retention Group Inc co MARSH MANAGEMENT SERVICES INC,2019,990,463 Mountain View Drive Suite 301,Colchester,N/A,272583356,2010,"BROADLINE RISK RETENTION GROUP, INC. IS A NONPROFIT VERMONT CORPORATION ORGANIZED AND OPERATED AS A CAPTIVE INSURANCE COMPANY EXCLUSIVELY TO SUPPORT THE ALBERT EINSTEIN HEALTHCARE NETWORK (""AEHN"") AND THE CHARITABLE HEALTHCARE ACTIVITIES OF THE MEMBER ORGANIZATIONS OF AEHN. THE AEHN MEMBERS OPERATE FACILITIES THAT PROVIDE GENERAL MEDICAL AND HEALTH SERVICES, TEACHING FACILITIES, BEHAVIORAL HEALTH SERVICES, REHABILITATION, ACUTE CARE AND EMERGENCY SERVICES. THE COMPANY ASSISTS AEHN AND THE AEHN MEMBERS IN MANAGING RISKS AND PAYING CLAIMS AND CLAIMS EXPENSES INCURRED IN CARRYING OUT THEIR EXEMPT HEALTHCARE PURPOSES. AS SUCH, THE COMPANY IS AN INTEGRAL PART OF THEIR EXEMPT ACTIVITIES.",NA,NA,NA,29233837,17226748,12007089,21290245,17226748,-972535,112721389,78161833,34559556,NA,NA,19998728
137,Champlain Valley Area Health Education Center Inc,2017,990,c/o Elizabeth Cote Director UVM Off,Burlington,N/A,030357255,1998,We build our communities' health care capacity,JENNIFER ARCHAMBAULT,16,NA,396690,410855,-14165,4010,410855,-154693,NA,NA,NA,125404,2889,300
138,CHC2012 INC,2019,990,44 MAIN STREET SUITE 200,RICHFORD,NA,455377612,2012,"TO ASSIST RICHFORD HEALTH CENTER, INC. IN ACQUIRING, OWNING, MANAGING, AND LEASING REAL ESTATE WHICH WILL BE USED TO OPERATE A NONPROFIT PUBLIC HEALTH CLINIC AND SERVICES FOR THE RESIDENTS OF FRANKLIN COUNTY, STATE OF VERMONT.",PAMELA PARSONS,NA,NA,37000,52422,-15422,37000,52422,-17672,1584573,1858363,-273790,NA,NA,37000
140,COUNSELING SERVICES OF ADDISON,2018,990,89 MAIN STREET,MIDDLEBURY,WWW.CSAC-VT.ORG,030212396,1959,BEHAVORIAL HEALTH SERVICES,RACHEL LEE CUMMINGS,387,NA,23083637,22759326,324311,23238318,22759326,193567,10598900,4444731,6154169,16081313,1783899,21387915
144,NA,NA,NA,NA,NA,NA,271831840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,2016,NA,NA,North Pomfret,www.hcuv.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Helen Porter Nursing Home Inc,2018,990,115 Porter Drive,Middlebury,www.portermedical.org,030306549,1986,NA,Jennifer Bertrand,218,36,10093769,11672370,-1578601,10569123,11672370,-1757451,5046688,NA,NA,8872595,695606,9879567
149,Jenna Tatro Memorial Fund,2019,990,1159 Foote Brook Rd,Johnson,NA,836721177,2019,"To create a network of support that will help people suffering from substance abuse disorder. We wish to open doors and remove the barriers for people seeking treatment, ensuring healthy and sustaining patient recovery. We will strive to create pathways for patients to reassimilate into society by supporting the transitions from this disorder, to recovery, to independent living. Finally, we want to make this journey easier for people with substance use disorders and their family members. Developing a recovery community supported by recovery programs, meetings, job skill development and housing.",NA,NA,NA,NA,NA,NA,461246,NA,422158,422158,NA,422158,NA,444798,NA
152,The Josh Pallotta Fund Inc,2019,990EZ,P O Box 542,Colchester,NA,812693903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414491,NA,NA,NA
153,Journey To Recovery Community,2019,990,58 Third Street,Newport,NA,472723276,2016,"To provide a supportive environment of healing and hope for individuals, families and communities affected by addiction.",NA,NA,NA,140729,125750,14979,186390,125750,12869,73896,473,73423,138621,185743,NA
154,MANCHESTER RESCUE SQUAD INC,2018,990,PO BOX 26,MANCHESTER CENTER,MANCHESTERRESCUESQUAD.ORG,036011503,1978,TO PROVIDE EMERGENCY MEDICAL SERVICES.,NA,24,NA,859020,909436,-50416,1043661,909436,56870,799406,145538,653868,587518,400291,626646
156,Neighborhood Connections Inc,2019,990,PO Box 207,Londonderry,neighborhoodconnectionsvt.org,264547219,2009,"Providing social services: Including health education, wellness checks, elderly visits, health insurance application assistance, emergency loans, temporary housing and fuel assistance to the local communities.",Robert Wells,NA,99,268681,334346,-65665,349213,334346,-3332,335773,11621,324152,257325,307340,NA
157,NORTH COUNTRY HOSPITAL &amp; HEALTH CENTER INC,2018,990,189 PROUTY DR,NEWPORT,WWW.NCHSI.ORG,030185556,1919,NA,D BRIAN NALL,658,40,86846769,86828152,18617,92635302,86828152,2837147,86819379,30993344,55826035,51925393,331527,91057538
158,Northeastern Vermont Regional Corp,2018,990,1315 Hospital Drive,St Johnsbury,N/A,222583253,1984,NA,Shawn Tester,NA,19,590719,783764,-193045,623987,783764,-76967,9134890,3829864,NA,NA,339939,269415
159,Northeastern Vermont Regional Hosp Inc,2018,990,Hospital Drive PO Box 905,St Johnsbury,www.nvrh.org,036013761,1967,NA,Shawn Tester,692,135,85455979,83522290,1933689,90639932,83522290,1558949,68670063,26314944,NA,52581764,24951,90094533
161,Northwestern Medical Center,2018,990,133 Fairfield St,St Albans,www.northwesternmedicalcenter.org,030266986,1977,NA,Jill Berry Bowen,1037,104,114161735,115418067,-1256332,116222508,115418067,-3592227,170440256,51526246,NA,70554585,3523138,108019417
163,Porter Medical Center,2018,990,115 Porter Drive,Middlebury,www.portermedical.org,030310862,1986,NA,Jennifer Bertrand,38,43,4688840,4269605,419235,5582947,4269605,372313,5773094,1864653,NA,3969598,76156,5450643
165,PROMEDICA INDEMNITY CORPORATION,2018,990,ONE CHURCH STREET 5TH FLOOR,BURLINGTON,WWW.PROMEDICA.ORG,341931936,2001,NA,STEVEN M CAVANAUGH,NA,NA,19323905,8081692,11242213,11309567,8081692,5817239,85000335,47664920,37335415,359943,NA,5315048
167,RESPITE SAILING FOR CANCER INC,2018,990,174 BATTERY STREET 2ND FLOOR,BURLINGTON,WWW.HEALINGWINDSVT.ORG,465040637,2014,NA,PATRICK KNOWLES,NA,50,146158,104518,41640,203798,104518,23452,106752,4346,NA,62168,203413,NA
168,Ronald McDonald House Charities of Vermont Inc,2019,990,16 South Winooski Avenue,Burlington,www.rmhcvt.org,030287584,1983,"The Ronald McDonald House Charities of Burlington, Vermont, Inc. provides a ""home away from home"" for families with seriously ill children who are seeking treatment at Vermont Children's Hospital.",Jamie Harnish,NA,260,785093,609668,175425,793652,609668,133034,5533475,131606,5401869,278947,493437,18611
170,NA,NA,NA,NA,NA,NA,030349881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,RUTLAND MENTAL HEALTH SERVICES INC,2018,990,PO BOX 222,RUTLAND,HTTPS://RMHSCCN.ORG,030210725,1951,MENTAL HEALTH SERVICES,RICHARD COURCELLE,466,NA,29627565,29586338,41227,30503555,29586338,293993,11566264,5455950,6110314,17787567,1534904,28948265
172,S D Ireland Cancer Research Fund Inc,2018,990PF,PO Box 2286,South Burlington,NA,030369213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518066,NA,NA,NA,NA,NA
174,SOUTHWESTERN VERMONT MEDICAL CENTER INC,2018,990,100 HOSPITAL DRIVE,BENNINGTON,WWW.SVHEALTHCARE.ORG,222563241,1912,"TO CARE FOR AND COMFORT OUR PATIENTS, RESIDENTS, AND THEIR LOVED ONES AND TO IMPROVE THE HEALTH STATUS OF THE COMMUNITIES WE SERVE. SEE SCHEDULE O FOR ADDITIONAL DETAILS.",THOMAS DEE,1158,60,173213194,164337066,8876128,172434909,164337066,6619642,85672806,49816587,35856219,65639034,1290533,170636563
175,Springfield Hospital Inc,2018,990,PO Box 2003,Springfield,www.springfieldhospital.org,030179437,1914,NA,Michael Halstead,521,51,56239401,63538523,-7299122,50195187,63538523,-13879952,23192779,30240995,NA,31429574,243556,49631544
177,THE MANOR INC,2018,990,577 WASHINGTON HIGHWAY,MORRISVILLE,WWW.THEMANORVT.ORG,030357952,1998,TO COMBINE THE MEDICAL MODEL FOR SKILLED NURSING AND REHABILITATION WITH HOSPITALITY TO ACHIEVE EXCELLENCE IN CUSTOMER CARE AND SERVICE.,LYNN SMITH,201,NA,8259085,8326621,-67536,7970473,8326621,-351872,5188303,4794166,394137,4985414,NA,7891558
181,True North Pregnancy Resource Center Corporation,2018,990EZ,128 North Street,Bennington,www.truenorthprc.com,222632366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22328,NA,NA,NA
183,TWIN STATE CHRISTIAN COUNSELING INC,2018,990,160 PALMER COURT NO 1D,WHITE RIVER JUNCTION,WWW.CCEF.ORG/NEWENGLAND,800618018,2010,NA,LAUREN GROVES,NA,NA,185556,193374,-7818,186937,193374,310,83784,8429,NA,147956,89884,95849
185,UNITED COMMUNITY SERVICES OF,2018,990,100 LEDGE HILL DRIVE,BENNINGTON,WWW.UCSVT.ORG,030348363,1995,"OPERATES EXCLUSIVELY FOR THE BENEFIT OF, PERFORM THE FUNCTIONS OF, AND CARRY OUT THE PURPOSES OF UCS, UCH, AND UCP IN THE CONDUCT OF THEIR CHARITABLE FUNCTIONS.",LORNA MATTERN,NA,NA,98362,121213,-22851,101672,121213,-30493,1808585,21758,1786827,NA,29476,NA
186,University of Vermont Nursing &amp; Health Sciences Practice Group Inc,2019,990,106 Carrigan Drive 105 Rowell Build,Burlington,N/A,464121630,2013,"Operate and provide high quality patient care to individuals in an umbrella practice plan for the provision of clinical services by University of Vermont College of Nursing and Health Sciences' faculty, both with and without a student clinical supervision component.",Kevin Perry,18,NA,724382,760861,-36479,777779,760861,-12045,771417,42771,728646,90910,NA,777779
187,VERMONT ASSOCIATION FOR MENTAL,2018,990,100 STATE STREET,MONTPELIER,WWW.PEAR-VT.COM,030226306,1980,PROMOTE &amp; SUPPORT MENTAL HEALTH AND ADDICTION RECOVERY ISSUES IN VERMONT.,PETER ESPENSHADE,NA,203,411410,529308,-117898,532595,529308,-136551,-36495,7841,-44336,409796,530506,1350
188,VERMONT EXPLOR,2018,990,148 MAIN STREET,MONTPELIER,N/A,237304039,1974,NA,JEFFREY TIEMAN,NA,NA,385134,297168,87966,410447,297168,77232,NA,NA,NA,253149,NA,396420
190,Vermont Federation of Families for Children's Mental Health Inc,2018,990,PO Box 1577,Williston,www.vffcmh.org,030329309,1990,"To support families and children where a child or youth, age 0-22, is experiencing or at risk to experience emotional, behavioral, or mental health challanges.",Kathleen Holsopples,NA,NA,556582,564533,-7951,586734,564533,-2961,237230,51859,185371,218065,586734,NA
195,WATERBURY AMBULANCE SERVICE INC,2018,990,PO BOX 95,WATERBURY CENTER,waterburyambulance.org,237169048,1971,"PROVIDE THE AREAS OF WATERBURY, WATERBURY CENTER, AND DUXBURY WITH PRE-HOSPITAL EMERGENCY CARE AND EMERGENCY TRANSPORTATION.",MARK PODGWAITE,33,34,444491,407052,37439,379151,407052,-96526,1064693,NA,1064693,234850,14807,288507
198,Addison County Home Health Hospice Inc,2018,990,PO Box 754,Middlebury,www.achhh.org,237032401,1969,NA,Deborah Wesley,163,80,11060398,10144337,916061,9335841,10144337,-143521,3360539,693494,NA,6879671,178331,9149944
201,Battenkill Valley Health Center Inc,2018,990,PO Box 61,Arlington,www.battenkillvalleyhealthcenter.org,272759990,2010,NA,Kayla Davis,28,17,2944573,3188837,-244264,3512596,3188837,481344,3267259,1028984,NA,2196488,1759209,1744725
202,Brain Injury Association of Vermont Inc,2018,990EZ,PO Box 482,Waterbury,biavt.org,030363255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33736,NA,NA,NA
203,BRATTLEBORO WALK-IN CLINIC,2019,990,191 CLARK AVE,BRATTLEBORO,WWW.BRATTLEBOROWALKINCLINIC.COM,030343685,1993,Our mission is to provide primary medical and dental treatment to persons regardless of their ability to pay and serve as a referral resource for the community and other service organizations.,ANDREW MILLER,NA,26,54772,46274,8498,58824,46274,11040,818311,NA,818311,23115,9660,NA
204,CARTER INC,2017,990PF,56 Old Farm Road,Stowe,NA,474374102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42795,NA,NA,NA,NA,NA
205,CENTRAL VERMONT MEDICAL CENTER INC,2018,990,130 FISHER ROAD,BERLIN,WWW.CVMC.ORG,222547186,1963,NA,Ms Anna T Noonan,1971,150,223370181,219261374,4108807,232206355,219261374,-2035343,163844396,81845107,81999289,139223505,552463,228844006
209,Copley Health Systems Inc,2018,990,528 Washington Highway,Morrisville,www.copleyvt.org,030301457,1987,NA,Joseph Woodin,NA,114,817013,731503,85510,1049797,731503,468149,10074318,47250,NA,47268,629601,NA
210,Copley Hospital Inc,2018,990,528 Washington Highway,Morrisville,www.copleyvt.org,030179423,1934,NA,Joseph Woodin,551,114,68031325,69683656,-1652331,68533825,69683656,-1765506,54544853,16683576,NA,37974216,356332,68127051
212,DANVILLE RESCUE SQUAD INC,2017,990EZ,379 BRAINERD STREET,DANVILLE,"NA",030326008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216450,NA,NA,NA
213,DRAGONHEART VERMONT INC,2019,990,899 DORSET STREET,SOUTH BURLINGTON,WWW.DRAGONHEARTVERMONT.ORG,201199994,2004,TO CREATE A LIFE-AFFIRMING SISTERHOOD OF BREAST CANCER SURVIVORS.TO GIVE HOPE AND INSPIRATION TO OTHER CANCER SURVIVORS AND THEIR FAMILIES.TO PROMOTE THE GROWTH OF DRAGON BOATING IN OUR COMMUNITY.TO ENRICH OUR LIVES THROUGH DRAGON BOAT RACING AND NEW FRIENDSHIPS.TO UNITE OUR COMMUNITY IN CHARITABLE GIVING THROUGH DRAGON BOAT RACING.,NINA ATKINSON,15,65,438903,593991,-155088,409890,593991,25015,717776,21043,696733,119384,164378,187359
215,Foundation for Pediatrics and Pediatric,2014,990PF,1370 Spear Street,Charlotte,NA,030358619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,FRANCIS HOME PROVIDERS SERVICES INC,2019,990,382 HERCULES DR SUITE 6,COLCHESTER,NA,320039142,2002,PROVIDE HOME CARE SERVICES,THOMAS E MCCORMICK,NA,NA,1112356,1112356,NA,1247343,1112356,NA,1500,1500,NA,NA,NA,1247343
219,GIFFORD MEDICAL CENTER INC,2018,990,44 SOUTH MAIN STREET,RANDOLPH,WWW.GIFFORDMED.ORG,030179418,1905,"AS A COMMUNITY HOSPITAL, GIFFORD MEDICAL CENTER'S MISSION IS TO IMPROVE AND MANAGE THE HEALTH OF THE PEOPLE WE SERVE BY PROVIDING AND ASSURING ACCESS TO AFFORDABLE, HIGH-QUALITY HEALTH CARE, AND BY PROMOTING THE HEALTH AND WELL-BEING OF EVERYONE IN OUR SERVICE AREA.",DANIEL A BENNETT,735,80,55535383,55373124,162259,57677588,55373124,4615907,94756847,34949078,59807769,30481966,312380,53700435
220,Haiti Cardiac Alliance,2019,990,47 Maple Street,Burlington,www.haiticardiac.org,463360682,2013,Haiti Cardiac Alliance works with partners to scale up the availability of life-saving cardiac surgery to all Haitian children and young adults who need it.,Owen Robinson,NA,15,371888,436676,-64788,588196,436676,160573,369770,23341,346429,153787,592054,NA
221,KAGANDO MISSION HOSPITAL FOUNDATION INC,2019,990,PO BOX 724,DORSET,WWW.KAGANDO.ORG,510486079,2004,NA,THOMAS J FLANNERY,NA,NA,230893,139470,91423,161411,139470,-251175,126931,NA,126931,NA,183922,NA
222,LAMOILLE COUNTY MENTAL HEALTH,2018,990,72 HARREL STREET,MORRISVILLE,N/A,030219658,1966,"LAMOILLE COUNTY MENTAL HEALTH SERVICES IS A NONPROFIT ORGANIZATION PROVIDING QUALITY DEVELOPMENTAL AND BEHAVIORAL HEALTH TO THE LAMOILLE VALLEY AREA, ENHANCING INDEPENDENCE AND QUALITY OF LIFE.",SAVI VAN SLUYTMAN,320,NA,17603345,17749851,-146506,17647034,17749851,17875,5286545,1572792,3713753,12204881,1634770,15991198
223,Copley Professional Services Group Inc,2018,990,609 Washington Highway,Morrisville,http://www.chslv.org,043358048,1998,NA,Stuart G May,182,14,16481010,16958893,-477883,17281655,16958893,172986,NA,NA,NA,11573063,2685383,14542698
224,Little Rivers Health Care Inc,2019,990,PO Box 338,Bradford,littlerivers.org,161678092,2006,NA,Gail Auclair,92,11,6396433,6207363,189070,6968561,6207363,-77871,3732206,966510,NA,5269768,2050187,4916859
225,MAQUAM BAY OF MISSISQUOIINC,2018,990EZ,100 GRAND AVENUE,SWANTON,N/A,473962858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16006,NA,NA,NA
226,MEDICINE EDUCATION AND DEVELOPMENT FOR,2018,990,517 SOUTH MAIN STREET,WHITE RIVER JUNCTION,WWW.MEDLIFEMOVEMENT.ORG,262916450,2008,NA,NICOLAS ELLIS,16,2650,1429690,1542475,-112785,2763738,1542475,37928,2075922,1598,NA,724702,32509,2697513
228,Middlebury Volunteer Ambulance Association Inc,2018,990,55 Collins Drive,Middlebury,www.middlebury911.org,237085925,1970,NA,David Pistilli,75,20,1808743,1404223,404520,1799278,1404223,154340,3572546,1025782,2546764,884182,132904,1642693
229,MISSISQUOI VALLEY RESCUE INC,2017,990,PO BOX 22,SWANTON,N/A,030262074,1976,"AMBULANCE SERVICE RESPONDING TO SWANTON VT,",LEONARD STELL,25,NA,549349,607149,-57800,462078,607149,-38307,484524,145194,339330,294931,261674,241366
230,MOONRISE THERAPEUTICS,2019,990EZ,PO BOX 96,Taftsville,moonrisetherapeutics.org,825098384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77696,NA,NA,NA
231,National Alliance on Mental Illness of Vermont Inc,2019,990,600 Blair Park Road Room 301,Williston,http://www.namivt.org,030297954,1984,"NAMI Vermont supports, educates and advocates so that all communities, families, and individuals affected by mental illness or mental health challenges can build better lives.",Laurie Emeson,NA,110,320986,327769,-6783,305274,327769,-18074,441358,82144,359214,234563,278782,749
233,Orleans-Essex Visiting Nurse Association,2018,990,46 Lakemont Road,Newport,www.orleansessexvna.org,237418021,1969,NA,Lyne Limoges,88,12,5075525,4713158,362367,5653587,4713158,681745,4693421,553690,NA,3433646,116694,5464377
236,PEOPLE'S HEALTH AND WELLNESS CLINIC,2019,990,553 N MAIN STREET,BARRE,PHWCVT.ORG,030343290,NA,TO PROVIDE FREE MEDICAL CARE INCLUDING DENTAL HYGIENE TO UNINSURED INDIVIDUALS WHOSE INCOME IS UP TO 400% OF THE FEDERAL POVERTY LEVEL.,SUSAN GRETKOWSKI,NA,72,383310,376942,6368,368787,376942,-7298,186960,NA,186960,228469,358399,1225
237,Planned Parenthood of Northern,2019,990,784 Hercules Drive Suite 110,Colchester,www.ppnne.org,030222941,1965,NA,Meagan Gallagher,310,741,24758047,24244790,513257,27153085,24244790,1562789,22242915,2853169,NA,14283983,8788939,17796206
238,NA,NA,NA,NA,NA,NA,030308242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,NA,NA,NA,NA,030301366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,2013,990EZ,NA,NA,N/A,208715957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5796,NA,NA,NA
241,RUTLAND REGIONAL MEDICAL CTR AUXILIARY,2014,990EZ,160 ALLEN STREET,RUTLAND,N/A,030198191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,SOUTH ROYALTON SCHOOL BASED,2019,990,PO BOX 542,SOUTH ROYALTON,NA,030370825,2003,"SOUTH ROYALTON SCHOOL BASED HEALTH CLINIC'S MISSION IS TO PROVIDE HIGH QUALITY, PROMPT, COST-EFFECTIVE MEDICAL, DENTAL HYGIENE AND MENTAL HEALTH SERVICES TO CHILDREN FROM PRESCHOOL THROUGH HIGH SCHOOL, WITH EXPANDED DENTAL HYGIENE SERVICES TO ADULTS.",REBECCA FOULK MD,NA,NA,161634,131193,30441,131140,131193,6436,60266,18400,41866,95321,36024,95096
244,STABLE CONNECTIONS INC,2017,990EZ,PO BOX 102,GUILDHALL,WWW.STABLECONNECTIONS.COM,800940471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA
252,TOWN OF BENNINGTON RESCUE SQUAD INC,2018,990,120 MCKINLEY STREET,BENNINGTON,WWW.BENNINGTONRESCUE.ORG,036011528,1963,NA,ART GROUX,52,10,2356157,2470099,-113942,2562608,2470099,65886,6494442,1421256,NA,1645794,246364,1893201
254,UPPER VALLEY AMBULANCE INC,2018,990,PO BOX 37,FAIRLEE,WWW.UPPERVALLEYAMBULANCE.COM,030322710,1990,NA,ALAN BEEBE,27,NA,1037974,1028029,9945,1121382,1028029,33404,426899,72810,NA,750115,527931,584101
255,NA,NA,NA,NA,NA,NA,237167704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,Vermont Alcohol &amp; Drug Abuse,2016,990EZ,4 Joseph Lane,Essex Jct,N/A,030358974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,NA,NA,NA,NA,030338337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,NA,NA,NA,NA,208089565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,The Vermont-Oxford Network,2019,990,33 Kilburn Street,Burlington,www.vtoxford.org,030344168,1994,"To improve the quality and safety of medical care for newborn infants and their families through a coordinated program of research, education, and quality improvement projects.",Jeffrey D Horbar MD,47,NA,8243435,7288335,955100,7981610,7288335,275600,12035958,2492975,9542983,3815250,10330,7618414
264,VERMONT PUBLIC HEALTH ASSOCIATION,2016,990EZ,PO BOX 732,BURLINGTON,WWW.VTPHA.ORG,020608866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20834,NA,NA,NA
266,VERMONT RECOVERY NETWORK INC,2019,990,POBOX 244,MONTPELIER,VTRECOVERYNETWORK.ORG,320251343,2008,NA,FAWN MONTAYNE,NA,NA,724941,723308,1633,277176,723308,-25512,112826,11234,NA,132810,277176,NA
267,VERMONTS CAMP TA-KUM-TA,2019,990,PO BOX 459,SOUTH HERO,WWW.TAKUMTA.ORG,030362578,1984,"TO PROVIDE A SAFE, LOVING PLACE WHERE CHILDREN FROM VERMONT AND NEW YORK WHO HAVE, OR HAVE HAD CANCER CAN PLAY, SWIM, SHARE AND HEAL. CAMP T-K-T IS WHERE KIDS GO TO RECLAIM A CHILDHOOD ROBBED BY CANCER.",LINDA GOODRUM,NA,120,1342714,970935,371779,1319174,970935,193804,8583178,1247419,7335759,407551,1136886,NA
269,Zack's Place Enrichment Center Inc,2019,990,PO Box 634,Woodstock,zacksplacevt.org,205962374,2006,"The enrichment center provides a free weekday setting for individuals with developmental disabilities to explore art, education, and fitness. The inclusive, full day, programming allows our participants to engage not only with each other, but with the community at large, while exploring avenues to develop and utilize their own talents and abilities",Norman,NA,400,363506,295163,68343,426864,295163,110190,1000271,15057,985214,160695,278682,NA
271,NA,2018,NA,8 Essex Way Suite 101,Essex,www.azimuthcounseling.org,NA,2005,"Azimuth Counseling provides psychotherapy that engages the mind, body and spirit in a framework that respects both individual choice and Biblical principles.",Christine Wilkens,NA,NA,201272,212836,-11564,226328,212836,12632,51695,72,51623,169222,48063,177871
272,BEHAVIORAL HEALTH NETWORK OF VT INC,2018,990,137 ELM STREET,MONTPELIER,NA,030341570,NA,TO BE A STATEWIDE NETWORK THAT PROVIDES LEADERSHIP FOR AN INTEGRATED HIGH QUALITY SYSTEM OF COMPREHENSIVE SERVICES AND SUPPORTS.,SIMONE RUESCHEMEYER,NA,NA,766461,704936,61525,790386,704936,47581,791797,110895,680902,324377,790386,NA
273,Black Dog Foundation Inc,2018,990PF,PO Box 232,Danby,NA,463907202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821889,NA,NA,NA,NA,NA
275,BLUE CROSS AND BLUE SHIELD OF VERMONT,2018,990PF,445 INDUSTRIAL LANE,BERLIN,NA,651249139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,Branches Pregnancy Resource Center Inc,2018,990EZ,26 Birge Street,Brattleboro,www.branchesprc.com,222668304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77789,NA,NA,NA
277,NA,NA,NA,NA,NA,NA,510420500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,CANCER PATIENT SUPPORT PROGRAM,2019,990,PO BOX 1804,WILLISTON,WWW.CPSFVT.ORG,030365270,2001,"We serve Vermont cancer patients and their families in a time of extraordinary need by providing financial assistance and support during diagnosis, treatment, and recovery.",SARAH LEMNAH,NA,60,307845,317076,-9231,303407,317076,-34715,473339,31563,441776,107286,314744,NA
279,Carlos Otis Stratton Mountain Clinic Inc,2018,990,PO Box 617,Stratton Mountain,carlosotisclinic.org,237122057,1971,"The Clinic is organized for charitable, benevolent, scientific and educational purposes, in particular to support and encourage the development of health care related services for the well being of the Stratton community.",Seth Boyd,28,47,945484,996536,-51052,853745,996536,-208034,2811094,2164,2808930,567550,127376,652015
280,COLLABORATIVE SOLUTIONS CORP,2018,990,PO BOX 69,MONTPELIER,NA,510590173,2007,"PLAN, DEVELOP, IMPLEMENT, DELIVER AND COORDINATE PROGRAMS AND SERVICES WHICH PROMOTE AND ENHANCE THE PHYSICAL AND MENTAL HEALTH OF VT RESIDENTS.",SCOTT ACUS,139,NA,7987882,7877933,109949,8039877,7877933,-28352,3234631,979800,2254831,5169849,NA,8025724
281,COMMUNITY HEALTH CENTERS,2019,990,617 RIVERSIDE AVENUE SUITE 200,BURLINGTON,WWW.CHCB.ORG,237182584,1971,THE MISSION OF THE COMMUNITY HEALTH CENTERS OF BURLINGTON (CHCB) IS TO IMPROVE THE HEALTH OF ALL WITHIN THE COMMUNITIES CHCB SERVES. CHCB IS DEDICATED TO PROVIDING EXCEPTIONAL CARE WITH RESPECT AND COMPASSION AND WITH A COMMITMENT TO SERVING PEOPLE REGARDLESS OF FINANCIAL STATUS OR LIFE CIRCUMSTANCE.,JEFFREY MCKEE,418,80,30599523,30215435,384088,31982207,30215435,564564,32835541,8887489,23948052,22548797,6080743,25751502
282,Copley Woodlands Inc,2018,990,125 Thomas Lane,Stowe,www.copleywoodlands.com,030352086,1996,NA,Joseph Woodin,46,NA,1197193,1032893,164300,1240616,1032893,144520,2547665,87175,NA,569075,NA,1222425
284,FAIR HAVEN VOLUNTEER RESCUE SQUAD INC,2017,990,17 PROSPECT STREET,FAIR HAVEN,N/A,510191729,1970,OPERATION OF A RESCUE SQUAD,LORI DARRAH,17,NA,313410,395953,-82543,369539,395953,-39763,355268,2278,352990,275734,58270,308742
286,FIRST STEP PREGNANCY CENTER INC,2018,990EZ,PO BOX 6535,RUTLAND,N/A,030317672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46429,NA,NA,NA
