xml_num,organization,tax_year,form,address,city,website,ein,start_yr,mission,principal_officer,employee_count,volunteer_count,PY_total_revenue,PY_total_expenses,PY_net,CY_total_revenue,CY_total_expenses,CY_net,CY_total_EOY_assets,CY_total_EOY_liabilities,CY_fund_balance,CY_total_salaries,CY_grants_contributions,CY_program_service_rev
286,THE PREVOT FAMILY FOUNDATION INC,2018,990PF,3534 BAYLEY-HAZEN ROAD,EAST HARDWICK,NA,541993738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729515,NA,NA,NA,NA,NA
289,REDWALL FOUNDATION INC,2018,990PF,40 COLLEGE STREET APT 609,BURLINGTON,NA,043367004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349466,NA,NA,NA,NA,NA
290,The Richard A and Barbara W Snelling Center for Government Inc,2019,990,PO Box 698,Shelburne,www.snellingcenter.org,030335399,1993,"Public Policy Awareness - The mission of the Snelling Center is to foster responsible and ethical civic leadership, encourage public service by private citizens, and promote informed citizen participation in shaping public policy in Vermont.",Mark H Snelling,NA,40,487869,450094,37775,400982,450094,-47885,99542,201708,-102166,126467,160511,240468
291,THE RISING PHOENIX FOUNDATION INC,2019,990PF,PO BOX 606,WOODSTOCK,NA,061519267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21239,NA,NA,NA,NA,NA
292,ROBERT L CROWELL CHARITABLE TRUST,2018,990PF,609A IRISH SETTLEMENT ROAD,UNDERHILL,NA,597211714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623532,NA,NA,NA,NA,NA
293,Rotary Club of Middlebury Vermont Inc,2017,990EZ,PO Box 46,Middlebury,middleburyrotary.org,030356521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24951,NA,NA,NA
296,SEVENTH GENERATION FOUNDATION INC,2018,990PF,60 LAKE STREET,BURLINGTON,NA,455204475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25852,4000,NA,NA,NA,NA
297,NA,2019,NA,NA,Londonderry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,SILAS L GRIFFITH TRUST,2019,990,151A HERITAGE HILL PLACE,RUTLAND,N/A,036005941,1903,NA,RICHARD SMITH,NA,NA,-505,67698,-68203,36517,67698,-35270,896590,47177,NA,15600,NA,NA
299,SOUTH MEADOW FOUNDATION,2018,990PF,463 CARPENTER HILL ROAD,Bennington,NA,201388136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3138944,NA,NA,NA,NA,NA
300,SOUTH VILLAGE COMMUNITY STEWARDSHIP,2019,990EZ,C/O SD IRELAND - PO BOX 2286,SOUTH BURLINGTON,NA,263508620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210873,NA,NA,NA
307,THE ART HOUSE INC,2016,990EZ,PO BOX 300,GREENSBORO,WWW.VERMONTARTHOUSE.ORG,800463068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22680,NA,NA,NA
308,THE HOLLIS FAMILY FOUNDATION,2018,990PF,531 WAKE ROBIN DR,SHELBURNE,NA,367291510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18128,NA,NA,NA,NA,NA
314,THE VERMONT COMMUNITY FOUNDATION,2018,990,3 COURT STREET,MIDDLEBURY,WWW.VERMONTCF.ORG,222712160,1986,NA,DAN SMITH,31,28,57646141,18844416,38801725,33540049,18844416,12398988,254491126,11433140,NA,2838135,21117504,509702
319,VERMONT VET TO VET INC,2014,990EZ,PO BOX 471,NORTHFIELD,N/A,261782401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3623,NA,NA,NA
320,THE VETERANS PLACE INC,2019,990,220 VINE STREET,NORTHFIELD,WWW.VERMONTVETERANSPLACE.ORG,261458295,2008,"TO PROVIDE HOMELESS VETERANS HOUSING, SERVICES, SUPPORT, AND SAFETY BY GIVING THEM A HAND UP AND A CHANCE OUT OF HOMELESSNESS.",MICHAEL D KRAUSE PHD,NA,NA,599109,550441,48668,408242,550441,-116363,1025034,11737,1013297,144159,139728,265153
321,The Walters Family Foundation,2015,990PF,250 Sanctuary Lane,Charlotte,NA,476667269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389927,NA,NA,NA,NA,NA
323,WEST RIVER COMMUNITY PROJECT COMPANY,2019,990,6573 ROUTE 30,WEST TOWNSHEND,N/A,274673664,2010,"WE PROVIDE A COMMUNITY CENTER AS A MEETING PLACE FOR THE LOCAL COMMUNITY TO SHARE AND SHOWCASE LOCAL ART, FOOD AND CULTURE. THE ORGANIZATION OPERATES A CAFE, THRIFT SHOP AND GENERAL MEETING PLACE.",NA,11,NA,412734,422116,-9382,311124,422116,-28298,117335,650,116685,143319,144247,150185
324,THE WILKENS FAMILY FOUNDATION,2018,990PF,PO BOX 3265,STOWE,NA,475634424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,2018,NA,NA,Wilmington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60385,NA,NA,NA
326,WINDSOR AREA COMMUNITY TELEVISION INC,2019,990EZ,PO BOX 15,WINDSOR,N/A,522227398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114106,NA,NA,NA
327,WYATT FAMILY FOUNDATION INC,2017,990PF,555 CAMELS HUMP ROAD,HUNTINGTON,NA,274332987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,ALCHEMIST FOUNDATION INC,2018,990PF,35 CROSSROAD,WATERBURY,NA,814970648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101795,NA,NA,NA,NA,NA
331,BARRE 2000 AND BEYOND INC,2018,990EZ,PO BOX 1032,BARRE,WWW.BARREPARTNERSHIP.COM,030366987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10076,NA,NA,NA
332,BEN COHEN CHARITABLE TRUST,2016,990PF,C/O GHP ADVISORS PC PO BOX 5550,BURLINGTON,NA,030368595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4253907,NA,NA,NA,NA,NA
335,BerMil Foundation Inc,2018,990PF,c/o M Singer PO Box 682,Wilmington,NA,260830400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331702,NA,NA,NA,NA,NA
340,BROC COMMUNITY ACTION IN SOUTHWESTERN,2018,990,45 UNION STREET,RUTLAND,WWW.BROC.ORG,030216505,1965,NA,MARY JEAN INGLEE,70,25,5280855,5356410,-75555,5393549,5356410,-179529,3462639,2957672,NA,2818937,4830408,563141
343,Charles P Ferro Foundation,2018,990PF,c/o Bonnie Ferro 88 Sunset Cliff,Burlington,NA,223253710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,CONCRETE FOUNDATION INC,2018,990PF,243 LYLE MCKEE ROAD,MORRISVILLE,NA,203794063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,CONNECTICUT RIVER TRANSIT INC,2014,990,706 ROCKINGHAM ROAD,ROCKINGHAM,WWW.CRTRANSIT.ORG,861069523,2003,"TO PROVIDE A SAFE, RELIABLE, AND EFFICIENT TRANSPORTATION SYSTEM THAT SUPPORTS ECONOMIC OPPORTUNITY AND QUALITY OF LIFE FOR THE COMMUNITIES WE SERVE.",REBECCA GAGNON,49,70,4112279,4801856,-689577,4798513,4801856,-88947,NA,NA,NA,1875557,2448122,2355251
347,COVENTRY TOWN FOUNDATION INC,2018,990,PO BOX 46,COVENTRY,N/A,920188447,2002,"PROVIDES FOR SERVICES TO RESIDENTS OF THE TOWN OF COVENTRY THAT REQUIRE SOCIAL ASSISTANCE BASED ON INDIVIDUAL NEEDS IN THE CATEGORIES OF LOW INCOME, SENIOR CITIZENS, CHILDREN, DISABLED PERSONS, DRUG AND ALCOHOL ABUSE, AND PERSONS REQUIRING EMPLOYMENT SERVICES. SOCIAL SERVICES INCLUDE TRANSPORTATION, EDUCATION, NUTRITION, MEDICAL, DAYCARE, COUNSELING, REHABILITATION, AND OTHER QUALIFYING SERVICES.",LEO PIETTE,NA,NA,187514,95144,92370,216793,95144,122143,1126175,493,1125682,760,163618,NA
348,CRAFT EMERGENCY RELIEF FUND INC,2018,990,535 STONE CUTTERS WAY SUITE 202,MONTPELIER,WWW.CERFPLUS.ORG,133273980,1985,"CRAFT EMERGENCY RELIEF FUND, INC. (CERF+ -- THE ARTISTS' SAFETY NET), IS A NATIONAL ARTIST SERVICE ORGANIZATION WHOSE MISSION IS TO SERVE ARTISTS WHO WORK IN CRAFT DISCIPLINES BY PROVIDING A SAFETY NET TO SUPPORT STRONG AND SUSTAINABLE CAREERS. CERF+'S CORE SERVICES ARE EDUCATION PROGRAMS, ADVOCACY, NETWORK BUILDING AND EMERGENCY RELIEF.",CORNELIA CAREY,11,85,1477986,1399877,78109,1554661,1399877,490064,2295545,66910,2228635,508056,1445941,NA
350,CROWE FAMILY FOUNDATION,2018,990PF,225 EAGLES REST ROAD,SHELBURNE,NA,204678964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,DOWNTOWN RUTLAND PARTNERSHIP INC,2018,990,48 MERCHANTS ROW NO 103,RUTLAND,RUTLANDDOWNTOWN.COM,030372533,2002,NA,SHANNON POOLE,NA,NA,261376,250052,11324,272757,250052,4746,124411,12005,112406,101661,12750,259666
353,The Dream Center Incorporate,2018,990EZ,160 West Street,Middletown Springs,dreamcenterrutland.com,462120796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10173,NA,NA,NA
355,EMR POLICY INSTITUTE INC,2018,990EZ,PO BOX 117,MARSHFIELD,EMRPOLICY.ORG,300198811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10348,NA,NA,NA
357,NA,NA,NA,NA,NA,NA,453957063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,2019,NA,NA,NA,stowevibrancy.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103,NA,NA,NA
360,Gedakina Inc,2019,990,PO Box 9061,Essex,WWW.GEDAKINA.ORG,331075692,2006,TO STRENGTHEN THE CULTURAL KNOWLEDGE AND IDENTITY OF EASTERN NATIVE AMERICAN PEOPLES AND TO PRESERVE THE TRADITIONAL HOMELANDS AND SACRED PLACES.,Judy Dow,NA,20,577371,463310,114061,398701,463310,102473,581672,6032,575640,82800,397801,NA
361,GENERATOR INC,2018,990,40 SEARS LANE,BURLINGTON,WWW.GENERATORVT.COM,463848431,2013,"GENERATOR, INC. IS A COMMUNITY CRAFT STUDIO FOUNDED FOR THE PURPOSE OF PROVIDING LOW-COST ACCESS TO WORKSHOP, STUDIO TOOLS, WORK/MEETING SPACE, AND EDUCATION FOR MAKING - CREATIVE, ARTISTIC, HOBBY, ENTREPRENEURIAL.",DAN HARVEY,18,NA,573089,522488,50601,694199,522488,34544,558397,10062,548335,374611,584228,109550
362,GREEN MOUNTAIN COMMUNITY NETWORK INC,2018,990,215 PLEASANT STREET,BENNINGTON,N/A,205588269,2007,"PROVIDES AFFORDABLE COMMUNITY TRANSPORATION, INCLUDING PUBLIC, MEDICAL, DAYCARE, ELDER AND PHYSICALLY CHALLENGED TRANSPORTATION.",DONNA BAKER,75,NA,2837231,2674255,162976,4106757,2674255,511634,3369589,685564,2684025,1724424,1548435,2540198
367,Isaiah 61 Foundation,2018,990PF,PO Box 5505,Burlington,NA,141827942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,ISAKINE-SALUS FOUNDATION INC,2016,990PF,PO BOX 116,UNDERHILL CENTER,NA,208088776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9475,NA,NA,NA,NA,NA
369,BLITTERSDORF FAMILY FOUNDATION INC,2018,990PF,1042 DORSET STREET,CHARLOTTE,NA,061764244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218204,NA,NA,NA,NA,NA
371,JOHN M BISSELL FOUNDATION INC,2018,990PF,PO BOX 819,STOWE,NA,261779455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,King Street Center Foundation Inc,2019,990,PO Box 1615,Burlington,N/A,472238708,2014,"To support King Street Center, Inc. (""KSC"") by 1) purchasing certain real property, 2) leasing the Project Property to KSC and 3) all other purposes permitted by law that further the support of KSC.",Victoria Smith,NA,NA,83160,331712,-248552,83168,331712,-247411,5261695,6526092,-1264397,NA,NA,NA
374,Lawrence H Bernstein Foundation Trust,2016,990PF,121 Frenchs Road,Woodstock,NA,046773334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,THE LEIPERT FAMILY FOUNDATION,2018,990PF,846 WEEKS HILL RD,STOWE,NA,226943075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67627,3000,NA,NA,NA,NA
376,LLHLHM FOUNDATION,2017,990PF,PO BOX 1189,MONTPELIER,NA,043469581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,LOCONTI FAMILY CHARITABLE TRUST,2018,990PF,126 PINNACLE FARM ROAD,JEFFERSONVILLE,NA,462969014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980406,NA,NA,NA,NA,NA
378,LUDLOW AREA ROTARY CHARITABLE FUND,2017,990EZ,PO BOX 216,LUDLOW,N/A,030367567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129724,NA,NA,NA
380,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346438,NA,NA,NA,NA,NA
381,The Mill Foundation Ltd,2015,990PF,80 Industrial pkwy PO BOX 4449,burlington,NA,201957778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7601884,NA,NA,NA,NA,NA
384,New Moran Inc,2018,990,c/o Thaddeus Cooke Treasurer 209 Co,Burlington,www.moranplant.org,470962013,2014,"To preserve historic buildings, sites, and other objects of historical, architectural, or cultural significance including, but not limited to, properties listed on the Historic Register.",Thaddeus Cooke,NA,NA,40815,337421,-296606,3031,337421,-1252,9473,NA,9473,NA,3031,NA
386,THE PATERSON FAMILY PRIVATE FOUNDATION,2018,990PF,171 WESTVIEW MEADOWS RD,MONTPELIER,NA,205417463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252522,NA,NA,NA,NA,NA
387,The Philipp Family Foundation Inc,2018,990PF,674 Dorset Hollow Road,Dorest,NA,272914930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980897,NA,NA,NA,NA,NA
390,PURPLE HEARTS REUNITED INC,2019,990,PO BOX 2121,GEORGIA,WWW.PURPLEHEARTSREUNITED.ORG,460769514,2012,TO RETURN LOST OR STOLEN MILITARY MEDALS OF VALOR TO VETERANS OR THEIR FAMILIES IN ORDER TO HONOR THEIR SACRIFICE TO THE NATION.,SARAH CORRY,NA,NA,322520,330571,-8051,327622,330571,-47335,68185,1151,67034,169415,326946,NA
391,RUN VERMONT INC,2018,990,1 MAIN STREET,BURLINGTON,WWW.RUNVERMONT.ORG,030315418,1989,RUN VERMONT SUPPORTS RUNNING AS A LIFELONG ACTIVITY BY PRODUCING EXCEPTIONAL EVENTS AND PROGRAMS THAT ENGAGE OUR COMMUNITY AND CELEBRATE THE ATHLETIC SPIRIT.,PETER DELANEY,12,1700,1131789,1150189,-18400,1055856,1150189,-38955,384144,16480,367664,394411,282833,761811
392,NA,2013,990PF,NA,NA,WWW.RAROLC.NET,030371215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,NA,2017,NA,PO BOX 9376,SOUTH BURLINGTON,WWW.SOUTHBURLINGTONROTARY.ORG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21055,NA,NA,NA
398,SOUTHEASTERN VERMONT ECONOMIC,2018,990,76 COTTON MILL HILL,BRATTLEBORO,WWW.SEVEDS.COM,462760132,2012,NA,AVERY SCHWENK,NA,17,31610,114751,-83141,194236,114751,3837,78674,14595,NA,172300,188086,6150
402,STONY WATER 2005 CHARITABLE TRUST,2018,990PF,PO BOX 1349,MANCHESTER CENTER,NA,566651736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636520,NA,NA,NA,NA,NA
403,STOWE CHARITIES INC,2017,990EZ,PO BOX 658,STOWE,WWW.STOWEWINE.COM,208538359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,STOWE SWIMMERS FOUNDATION LTD,2017,990PF,80 INDUSTRIAL AVENUE,BURLINGTON,NA,030363251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,BRIDGEWATER SUSTAINABLE EARTH FOUNDATION,2018,990EZ,PO BOX 223,BRIDGEWATER,N/A,432104789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-577,NA,NA,NA
407,The Jefferson Legacy Foundation,2018,990PF,16 Creek Road,Middlebury,NA,030340992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,MARVIN L AND NORMA J HATHAWAY,2018,990PF,206 PERRY LEA ROAD,WATERBURY,NA,526908571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734576,NA,NA,NA,NA,NA
409,NA,NA,NA,NA,NA,NA,953738539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,THE LIONHEART CHARITABLE TRUST,2018,990PF,PO BOX 998,WINOOSKI,NA,356906359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212741,NA,NA,NA,NA,NA
415,Underdog Foundation,2019,990,PO Box 443,Island Pond,underdogventures.com/underdog-foundation,030368814,2001,"The Underdog Foundation (""the Foundation"") works to meet community and environmental needs the cannot be met through simple investments. The interest areas of the Foundation are:- Environment and Conservation- Community Investment- Women's Entrepreneurship- International Community Investment and Community Development.The Foundation achieves its mission through grantmaking, community investments, technical assistance and strategic not-for-profit partnerships.",David Berge,NA,NA,396970,287441,109529,134505,287441,-141133,3487249,39,3487210,198783,112500,NA
416,NA,2013,990EZ,NA,NA,N/A,030282004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,US Veterans MC - Vermont Inc,2018,990PF,P O Box 4316,Saint Johnbury,NA,473269466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4019,NA,NA,NA,NA,NA
418,Vermont Assoc of Area Agencies on Aging,2018,990,476 Main Street,Winooski,www.vermont4a.org,208854842,2007,"The Vermont Association of Area Agencies on Aging (V4A) supports and strengthens Vermont's five Area Agencies on Aging (AAA's) to ensure that all Vermonters are able to age with health, independance and dignity",Janet Hunt,NA,NA,864132,891703,-27571,828901,891703,17827,357466,181086,176380,151640,385812,401931
419,VERMONT COUNCIL ON RURAL DEVELOPMENT INC,2019,990,PO BOX 1384,MONTPELIER,WWW.VTRURAL.ORG,030354510,1992,Community Development,PAUL COSTELLO,NA,100,649465,600855,48610,652994,600855,33338,434933,16498,418435,438532,564390,85644
423,VERMONT INFORMATION TECHNOLOGY LEADERS,2018,990,1 MILL STREET SUITE 249 NO 249,BURLINGTON,WWW.VITL.NET,203131747,2005,NA,ROBERT TURNAU,28,NA,6517997,5501398,1016599,6063272,5501398,939782,4025469,505690,NA,2704944,5044088,1001546
425,VERMONT MEDICAL SOCIETY EDUCATION AND,2019,990,PO BOX 1457,MONTPELIER,WWW.VMSFOUNDATION.ORG,200183445,2003,PURSUE CONTRIBUTIONS AND FUNDING FROM FOUNDATIONS &amp; OTHER ORGANIZATIONS TO SUPPORT HEALTH EDUCATION AND RESEARCH,CATHERINE SCHNEIDER,NA,NA,79535,76625,2910,385790,76625,243352,443922,NA,443922,NA,122487,63000
426,Vermont Rural Water Association,2019,990,20 Susie Wilson Road Room B,Essex Junction,www.vtruralwater.org,030282848,1982,To promote public health and a clean environment by providing support to public water and wastewater systems.,Elizabeth J Royer,12,NA,945032,941602,3430,925548,941602,33315,617184,85847,531337,683176,859228,30510
428,WILLIAM DEAN FAUSETT CHARITABLE TRUST,2019,990PF,PO BOX 1015,MANCHESTER CENTER,NA,036079398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468638,NA,NA,NA,NA,NA
430,ZIENZELE FOUNDATION,2018,990EZ,PO BOX 41,WEST TOPSHAM,ZIENZELE.ORG,010701053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86387,NA,NA,NA
433,Addison County Relocalization Network,2014,990EZ,PO Box 65,Middlebury,www.acornvt.org,800402676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11751,NA,NA,NA
435,NA,NA,NA,NA,NA,NA,232895347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,ALANA COMMUNITY ORGANIZATION,2018,990EZ,18 TOWN CRIER DR,BRATTLEBORO,WWW.VERMONTPARTNERSHIP.ORG,030347216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2792,NA,NA,NA
437,NA,NA,NA,NA,NA,NA,100004193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,Barnard Community Trust Inc,2019,990,PO Box 262,Barnard,N/A,264562060,2012,"The Barnard Community Trust was formed to raise funds to acquire and keep in service the Barnard General Store, a community resource and landmark. The larger mission is to promote and enable the Town of Barnard to maintain and enhance its rural quality of life in a positive and sustainable way.",Tom Platner,NA,NA,5790,1459,4331,-19250,1459,-20600,575129,NA,575129,NA,6819,NA
441,Bennington Airport Development,2018,990EZ,1563 Walloomsac Road,Bennington,N/A,475003114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16469,NA,NA,NA
442,BLACK LIVES MATTER VT LTD,2018,990EZ,PO BOX 503,WINOOSKI,BLACKLIVESMATTERVERMONT.COM,813483844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,NA,NA,NA
443,NA,2013,NA,NA,NA,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,BTV IGNITE INC,2018,990EZ,60 MAIN STREET SUITE 100,BURLINGTON,WWW.BTVIGNITE.COM,474901478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24787,NA,NA,NA
447,Champlain North Foundation Inc,2015,990PF,183 Appletree Point,Burlington,NA,204057365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,CHAMPLAIN VALLEY OFFICE OF ECONOMIC,2018,990,PO BOX 1603 255 S CHAMPLAIN ST,BURLINGTON,WWW.CVOEO.ORG,030216837,1965,NA,JAN DEMERS,227,1783,19862275,19562298,299977,19030209,19562298,-903349,6256828,1325133,NA,9620504,18353137,594774
451,Christina Heroy Foundation,2018,990PF,c/o Gail W Holmes 19 East Village D,Burlington,NA,461742077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,NA,2013,990EZ,NA,NA,WWW.CHURCHSTMARKETPLACE.COM,203395495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4371,NA,NA,NA
459,The East Hill Foundation,2018,990PF,Foundation Source 501 Silverside Rd,Wilmington,NA,821303058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005744,NA,NA,NA,NA,NA
461,EXCELLENCE FOUNDATION INC,2017,990PF,PO BOX 379,MANCHESTER,NA,223343127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10269,NA,NA,NA,NA,NA
463,FRIENDS OF VETERANS,2018,990EZ,28 FARMVU DRIVE NO 3,WHITE RIVER JUNCTION,WWW.FRIENDSOFVETERANSVTNH.ORG,311764695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39287,NA,NA,NA
464,NA,2013,990PF,NA,NA,NA,271548246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,Green Mountain CarShare Inc,2018,990,131 St Paul Street,Burlington,www.carsharevt.org,262264386,2008,"CarShare Vermont is a community-based nonprofit whose mission is to provide an affordable, convenient, and reliable alternative to private car ownership that enhances the environmental, social, and economic well-being of our region and planet.",Anne Bourdon,11,35,511882,538611,-26729,454668,538611,-34566,253715,12128,241587,249927,83850,351485
471,HEARTSFIRE FOUNDATION INC,2018,990PF,142 MUTTON HILL ROAD,CHARLOTTE,NA,010949566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,International Cryosphere Climate,2019,990,281 Sargent Hill Road,Pawlet,www.iccinet.org,272065612,2010,"ICCI serves as a network between scientists, policymakers, and people affected by climate changes in the cryosphere, such as the Arctic, Andes, and Himalayas.",NA,NA,20,196829,460318,-263489,224175,460318,-10250,2494,NA,2494,32554,224175,NA
481,Meals on Wheels of Lamoille County Inc,2018,990,PO Box 1427,Morrisville,WWW.MOWLC.ORG,223240238,1993,Meals on Wheels of Lamoille County's mission is to improve health and enhance the quality of life for our community elders by providing nutrition meals and social interaction.,NICOLE FOURNIER GRISGRABER,NA,75,438154,363307,74847,460348,363307,82485,666038,5562,660476,211977,441505,NA
482,Mennen Environmental Foundation,2019,990,408 Ehrich Road,Shaftsbury,N/A,680323681,1995,"The specific and primary purpose of the Mennen Environmental Foundation is to engage in charitable, educational, and scientific activities as a supporting organization, which operates programs",Marshal T Case,NA,NA,356483,259291,97192,355126,259291,27722,4446244,808155,3638089,NA,20375,NA
483,MIDDLEBURY COMMUNITY HOUSE INC,2019,990,C/O JOHN MACINTYRE 6 MAIN ST,MIDDLEBURY,WWW.MIDDLEBURYCOMMUNITYHOUSE.ORG,030183586,1938,"TO BE USED TO BENEFIT THE PEOPLE; ESPECIALLY BOYS AND GIRLS IN PROMOTING THEIR MORAL, MENTAL, AND PHYSICAL WELFARE; PROVIDING A COMMUNITY MEETING PLACE UNDER PROPER SUPERVISION AND CONTROL WHERE VARIOUS GROUPS OF PEOPLE MAY GATHER FOR SOCIAL, RECREATION, AND EDUCATIONAL BETTERMENT; AND FOR OTHER CHARITABLE USES AND BENEFITS",JOHN MACINTYRE,NA,NA,10462,11462,-1000,100981,11462,89775,837745,NA,837745,1250,NA,NA
485,THE MISASI FOUNDATION,2018,990PF,1148 ROUTE 30,DORSET,NA,141805957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10498,NA,NA,NA,NA,NA
486,MONTSHIRE MUSEUM OF SCIENCE INC,2018,990,ONE MONTSHIRE ROAD,NORWICH,WWW.MONTSHIRE.ORG,237376772,1974,NA,MARCOS STAFNE,77,110,3700689,3145041,555648,3063197,3145041,-194475,17997859,318764,NA,1852813,1149154,988768
489,NA,NA,NA,NA,NA,NA,311713065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
